time,user,rating,comment,votes
2021-02-17 11:49:14,Η²,5,致高中的岁月，那时候应该是高一吧，记得是第一次运动会，第一天活动结束后的晚上接到通知，可以在教室看录像，那还是好像光碟都还没有，就是录像带，一本刚好是一部电影，第一部放的李连杰张学友的《鼠胆龙威》，还记得同学兴奋的喊王晶，看完已经是9点了应该，第二部大家看着屏幕再次出现，又再次兴奋了起来，结果是这部，没有第一部那么刺激，但是故事风趣幽默娓娓道来，记得看的越来越晚，已经快11点，现在看来还挺早，但学生时代都比较嗜睡，学校管理和节奏也都比较早睡，就基本上大家觉得很晚了，也没有心思慢慢看，心不在焉，怕耽误了睡觉，好像没看完就回宿舍了，呀，都是高中的回忆  H2 2021.2.17 大年初六的回忆,1
2013-08-02 16:03:38,小山生桂枝,3,很久以前在电视上看到开头一直惦记着，今年夏天终于又在电视上看到了后续，然后发现就是那个开头最好笑。,1
2009-08-22 19:56:36,M.差,4,里面说了很多道理 也有很多笑点 都属于四五年前的我,1
2012-01-03 23:08:47,Scorpion,4,星爷的电影，大多都喜欢看，而且还有张敏在里面,0
2012-07-08 11:25:47,ANNXXNA,3,印象不算很深的周星驰早期电影 。。SO SO。。,0
2012-05-25 20:10:32,忙碌还是庸碌？,4,经典的港式喜剧，童年的美好记忆。,2
2021-06-24 22:36:25,Indecent time,4,一些关键戏份的转折比较突兀，看得出剧本的打磨时间不长，但靠着周星驰吴孟达的表演和整部电影充沛的感情和寓意，是一部优秀的笑中带泪的喜剧电影,1
2013-12-06 13:49:03,连城易脆,5,长路漫漫那几句背景音乐真的非常好听...而且杨幂居然小时候也客串过哈...,1
2008-10-06 17:19:33,鉛筆04,4,开头悲惨的厉害，看来，小人物，还是从小人物做起吧。,0
2007-06-23 20:57:45,二去,4,也就是不够爽 整片都挺压抑 最后小爽了一小下,0
2020-06-03 23:43:09,未命名搪瓷🌈,4,故事里讲的都是奇人异事，触底反弹直接登顶这种开挂行为看看就好了，普通人要是来这么一遭，怕是很难翻身了吧。长大了以后看总觉得影片里有太多奇怪的性癖难以言喻，但30岁的星爷真是非常可以。以前这种夸张却细腻的功夫片现在可能真的拍不出来了，被特效冲刷到只有皮毛也太无趣。【到处都是——全片最精彩笑点。,0
2022-09-04 23:59:55,李秋天,5,“丐帮有多少人不是由我决定的，而是由皇上你决定的。”这一句话我眼泪掉出来了。是啊，这不是什么别的帮派，是丐帮啊。星星武打戏真的太帅了！醉拳演得浑然天成，太有意思啦。结尾的星星脖子上骑着大胖闺女蹦蹦跳跳可爱死我了。张敏真的蛮美的。达叔饰演的父亲真的太好啦。一切都以儿子为中心，儿子要做什么便做什么，无条件为儿子着想。富贵时无限娇宠，落魄时就算做乞丐也把最好的留给儿子。争夺武状元的那场戏也是好有意思，阿灿身上的那股劲真的感动我。明知道裁判时对方的人，怎么做都是输，他还是尽全力去争取，到最后也为不公平的结果做斗争。吃狗饭哪里也蛮有创意。其他人大概会演成无比屈辱，再来一句累死“三十年河东三十年河西，风水轮流转”之类的台词。但星爷却说“这饭味道还不错哎。”乞丐形象跃然屏幕上。,0
2013-05-26 21:42:47,heng,4,"A beggar used to be top wrestler, now facing his new challenge with a decent dad.",1
2021-03-02 19:30:28,怀山鹿,4,《睡梦罗汉传》 英雄遭受挫折东山再起套路，加上周星驰+吴孟达组合，效果出奇地好。百变星君食神等都是如此。雪中吃狗粮，武状元体育比武，还有广东将军的威水都很搞笑。不过陈嘉上更偏向大场面，劳师动众，喜剧点反而不够密集。剧本也是商业化没多少深意。达叔的父亲形象真是最佳演出。达叔一路走好。,0
2010-10-09 20:23:31,毛筆小馨,4,英語翻譯得很給力。。。KING OF BEGGARS= =,0
2014-03-10 16:22:48,少年派的崛起,3,苏成长过程比较俗套，很不错的无厘头喜剧功夫片,0
2016-12-10 19:21:50,哼哼,4,杨幂竟然也出演了这部电影，还骑在了星爷的脖子上！？😺,3
2008-04-17 03:01:15,慕这慕那,4,我不知道我是在五星和四星之间徘徊,0
2010-05-18 14:25:24,木阿瞳,4,还蛮好看了，搞笑的背后还有一点点点点励志的作用吧~囧,0
2022-07-23 21:10:50,逐影者Leo,4,“相约香江”苏州香港经典电影展选了这部。终于实现观影粤语原声港片的愿望，没想到是看老港片。第一次在大银幕看到上世纪经典港片真是感慨万千，特别是和一群港片影迷一起看，这就是影展的魅力。星爷张敏男帅女靓，缅怀达叔。其实星爷经典看的不多，对他早期屎尿屁的无厘头不太感冒，很多高评价都带了怀旧滤镜。本片说实话挺一般，剧情很俗套，是星爷常用的屌丝逆袭，突获神功打败反派（想到《功夫》）。本片更偏向悲剧，批判权贵玩弄权力欺凌百姓。苏灿从少爷沦落到乞丐遭受不公看的很憋屈，特别是父子放弃尊严苦中作乐吃狗粮那段。大师指点苏灿充满人生哲理，再被看不起也不要自暴自弃。周星驰和吴孟达黄金搭档演技太好，达叔喜剧效果更甚，父子情深，最经典是武状元比武（儿时看过一点记住这段）。希望今后还能再看经典港片，有警匪片最好。,0
2017-02-10 21:45:38,忘了哭,4,这是星爷在荧幕上又一个经典角色，话说电影配乐给人的感觉好熟悉，很多电影里都有用到。感觉那一年星爷和张敏就是银幕夫妻啊，像李连杰和关之琳一样,1
2010-10-29 19:38:59,熙熙小可爱,4,无数遍观摩，印象最深的是苏乞儿学降龙十八掌的那段，有够恶搞~~,1
2013-02-17 09:11:42,陈默,4,重温这二十年前的电影，依然那么好看。周星星的电影里，总是充满了无比的大悲大喜，苦尽甘来，让人唏嘘。还是喜欢他是星仔的时候的电影。,0
2011-12-03 20:19:47,Sunman,3,不知道重播了多少次，也不知道自己看了多少次。,1
2009-11-02 19:42:29,空牛奶瓶,3,小时候看的吧，记得各种片段。,1
2019-03-27 15:02:08,獨孤求敗,5,bgm是顾嘉辉https://i.y.qq.com/v8/playsong.html?songid=125431196&source=yqq#wechat_redirect,2
2011-07-02 00:29:40,Lazy Designer,3,其实最感人的还是苏灿爸爸的角色。唉。BD-Rip重温N次 11/07/041 再重温15/06/28,3
2012-07-06 22:36:06,upgun,3,很小的时候看过，等洗衣机里衣服洗完的时候重温，晾完衣服睡觉,1
2010-01-09 21:03:18,国产盘丝大仙,4,無恥 .    哈哈哈哈哈。,0
2010-02-20 02:43:12,阿辰,0,"好久沒看電視播的電影, 大概這是三年來第一次.",0
2019-02-16 16:36:25,一起吃地瓜,4,吴孟达老师不仅能搞笑，也能演得了恨铁不成钢的慈父。,2
2020-11-18 09:57:54,ChrisKirk,3,到处都在压缩，罗汉拳法是在梦里学会的，降龙十八掌也是在前进路上看完的，但压缩并没有带来叙事的精进。不过这应该是周星驰电影中少数把结尾定格在「很久之后」的吧。,1
2010-12-23 14:47:35,康斯坦丁,4,无厘头+武打片 更喜欢了。。。,0
2006-04-08 17:59:07,王筱驴,3,原来不止陈嘉上一人导演？果然这次拍得好很多..,0
2006-04-03 00:33:09,传说,3,"又名: King of Beggars导演: 林德禄 (David Lam) / 陈嘉上 (Gordon Chan)主演: 周星驰 / 吴孟达 / 林少强 / 张敏上映年度: 1992制片国家/地区: 香港语言: 粤语imdb链接: tt0100963",1
2021-02-13 22:57:47,神豚,4,迎入日月万里风，笑揖清风洗我狂，来日醉卧逍遥，宁愿锈蚀我缨枪,0
2019-06-20 16:14:43,井上多罗,3,周星驰的典型电影了，小人物的故事……不过有些表演实在是太浮夸了，尤其是吴孟达，可能是时代因素，现在看着很出戏。而且周星驰电影里那种脏兮兮的感觉真是绝了，每一部电影都有。电影好的地方在于它的创意，周星驰电影里充满太多如今看也很惊艳的创意……,0
